,0,0.1,0.1.1
5113,他在考虑欧洲新制度的设想时曾写下这么一段话欧洲一体化不应该是死板的,她在考虑欧洲新制度的设想曾写写这这一段话）欧洲一体化不应该是死板的,1
13503,他们需要的是实实在在的帮助,她们需要的是实实在在的帮助,1
1040,他是以充分浮现有关鲁迅的历史事实和人物为其根本目的的,她是以充分浮现有关鲁迅的历史事实和人物为其根本目的,1
12400,他在中国共产党第七届中央委员会第二次全体会议上的报告中明确指出在革命胜利以后,她在中国共产党第七届中央委员会第二次全体会议上的报告》明确指出在革命胜利以后,1
8063,代理人一般是企业的经理或其他管理人员,代理人一般是企业的经理或其她管理人员,1
7215,建设国家储备粮生产基地,建设国家储备粮生产基地,0
10127,如成员国都承诺要援助遭受攻击的其他成员国,如成员国都承诺要助援受受攻击的其她成员国,1
2721,明年并将推出搭配可重复读写光碟机的,明年并将推出搭配可重复读写光机机的,0
5804,1998年,1998年,0
9082,他听取了谷牧的汇报,她听取了谷牧的汇报,1
7381,听取他们对训练计划的修改意见或建议,听取她们对训练计划的修改意见或建议,1
10885,让她一人上半时得了１６分,让他一人上半时得１６十分,1
8564,也是他们的责任,也是她们的责任,1
8948,潘扎现在和长期的租借计划将通过在意大利的展览宣传他们自己的喜好,潘扎现在和长期的租借计划将通过在意大利的展览宣传她们自己的喜好,1
14029,他所说的这些事真不是捏造的,她所说的这些事真不是造造的,1
11300,他们大脑的聪明程度是不存在差异的,她们大脑的聪明程度是不存在异异的,1
3129,他们挖掘微言大义的本事也在一种不正常的理论生态中发展得特别高强,她们挖掘微言大义的本事在在一种不常的理论生态中发展得显是最高强,1
5483,或是由自己完成要花费比其他更高的代价,或是由自己完成要花费比其她更高的代价,1
5933,系统还存在着一些不足从体系结构上看,系统还存在着一些不足从体系结构上看,0
954,麻舅舅丢掉了一只胳膊是以小清的眼光来表现母亲与舅舅见面的悲剧场景的,麻舅舅丢掉了一只胳是以以小清的光来表现父亲父舅舅舅见面的悲剧场景的,1
11869,这个女子爱得是何等热烈而大胆,这个男子爱得是何等热烈而大胆,1
14296,所产生的效率损失为图中△,所产生的效率损失为图中△,0
13770,他们的接受水平习惯心态等都对文艺的发展有举足轻重的作用,她们的接受水平习惯心态等都对文艺的发展有举足轻重的作用,1
11555,他们把30个学生团员编成3个团支部,她们把30个学生团员编成3个团支部,1
10912,此时正则无穷远极点的阶数定义为1,此时正则无穷极极点的阶数定义为1,0
13508,由于他从文本的写作和阐释的角度看待历史,由于她从文本的写作和阐释的角度看待历史,1
9278,在斥骂曹操诓骗徐母来到曹营的那场戏里,在斥骂曹操骗骗徐父来到曹营的那场里,1
7960,对于中国现代化进程可以产生着难以替代的推动作用1有助于形成一种内在的推动力量,对于中国现代化程度可以推产着难以替代的推动作用1个于形成一种推在的的推动力量,0
138,农民吴满有,农民满满有,0
172,他们流落勾栏瓦肆,她们流落勾栏瓦肆,1
7298,没有对象状态通过它所携带的一组特性值来定义这些特性可以是对象自身属性,没有对象状态通过它所带带的一个特性值值来定义这些特可是可对对象自身性,0
3840,形成了包括农工商三个产业部门的农业产业结构,形成了包括农工商三个业业部门的农业产业结,0
3098,他们才会更信任和支持我们,她们才会更信任和支持我,1
5414,他们对周扬执行的审判,她们对周扬执行的判判,1
6598,4子网过滤器防火墙结构该防火墙是在主机过滤结构中再增加1层参数网络的安全机制,4子网过滤器器防火结构该防火是在停经过程机结构中增加增加层数参数网络的全制机,0
13520,治理工作都取得了不同程度的效果,治理工作都取得了不同程度的效果,0
7763,白灵成为她所属的阶级的叛逆比林道静更加缺乏文化的和情感的必然性,白灵成为他所属的阶级叛逆比亚林静地更加缺乏文化的和情感的必然性,1
2788,正确处理与北约东扩相关的中国与俄罗斯和美国的关系,正确处理与北约东相相关的中国与俄罗斯和美国的关系,0
10220,他们都是寻常百姓,她们都是寻常百姓,1
10644,因为他与诗的艺术,因为她与诗的艺术,1
3377,他们却都很发达,她们却都很发达,1
8397,17这种观念在美国立国后更为明确地体现在政府的对外关系上,17这种观念在美国立国后更为明确地体现在政府的对外关系,0
8016,我国已实行五天工作制,我国已实行五天工作制,0
7314,他们较少转换工作,她们较少转换工作,1
13690,他在听证会上说,她在听证会上说,1
3594,他极诚恳地忠告青年,她极诚恳地忠青青年,1
8105,吕宋是主要的中继站,宋宋是主要的中继站,0
10853,此次会上能获此殊荣的仅只有马长书和加拿大女导演凯特林安马丁两人,此次会上能获此荣荣的只只有马书马加加拿大男导马凯特林马安丁两人,1
588,到了15世纪70年代,到了15世纪70年代,0
7768,企业有权停止生产,企业有权停止生产,0
5415,进行行业管理的最有效的组织形式,进行行业管理的最有效的组织形式,0
13476,他对访华成果感到满意,她对访华成果感到满意,1
11614,而私营个体和其他经济成分则呈上升趋势,而私营个体和其她经济成分则呈上升趋势,1
11335,在数控程序中会出现刀具号如01,在数控程序中会出现刀具号如01,0
10144,他们就没有生产的积极性,她们就没有生产的积极性,1
14328,12他在4月14日的电话交谈中告诉斯大林,12她在4月14日的电话交谈中告诉斯大林,1
5408,管理人员能按监控的目的客户化他们所看到的网络,管理人员能按监控的目客的客化她们所看到的网络,1
8844,他的思想本来就特别有震撼力,她的思想本来就特别有震撼力,1
8785,1998年2月4日,1998年2月日日,0
5212,只是由于刘真以女性作家特有的细腻的抒情笔触,只是由于刘真以男性作家特有的细腻的抒情笔触,1
14319,我国在产品选择标准制订及市场方面有待进一步提高,我国在产品选择标准制订及市场方面有待进一步提高,0
11612,这些可以通过互相纠正动作和看图片录相等来实现,这些可以通过互相纠正动作和看图片录相等来实现,0
12346,他在美学上既没有丢弃戏曲粤剧的现实主义美学传统,她在美学上既没有丢弃戏曲粤剧的现实主义美学传统,1
923,或者有一个在Ω中定义的动作发生,或者有一个在Ω中定义的动作发生,0
3715,陪伴荒草的生命和那个已死的女人的生命留下的意义,陪伴荒草的生命和那个已死的男人的生命留下的意义,1
160,努力照顾到各方的利益,努力照顾到各方的利益,0
5975,根据他的小说改编的话剧也被搬上舞台,根据她的小说改编的话剧也被搬上舞台,1
12550,他们是精神生活的象征,她们是精神生活的象征,1
13377,天然孔隙比较小,天然孔隙比较小,0
10950,使他们老有所乐老有所为老人中心提供的服务,使她们老有所乐老有所为老人中心提供的服务,1
9311,一种迷人的韵致漫漫诗情便涌动在他们的作品中,一种迷人的韵致漫漫诗情涌涌动在她们的作品中,1
4513,父母还可以和孩子做一些训练耐力的游戏,母父还可以和孩子做一些训练耐力的游戏,1
13699,怎样建设好高素质的领导班子呢,怎样建设高好素质的领导班子,0
8674,如西凉乐舞不是西凉的乐舞,如西凉乐舞不是西凉的乐舞,0
8803,而他把自己的历史小说与所谓教授小说区别开来,而她把自己的历史小说与所谓教授小说区别开来,1
7186,电源部分电路如图3所示,电源部分电路如图3所示,0
9008,也要承担政治责任,也要承担政责任任,0
4608,国家制定了一系列政策法规并投入巨资解决中国的水问题,国家制定了一系列政策法规并入入资资解决中国的问题,0
12586,或者还是各种要素中最重要者,或者还是各种要素中最重要,0
10618,怎样能够使自己的收入增加,怎样能够使自己的收入增加,0
7246,通过向外订货,通过向外订货,0
12766,但是他津津乐道的心理意象,但是她津津乐道的心理意象,1
8044,而把炽热的追求国家发展的激情视为非理性的狂热他们对于国家发展的动员和宣传不屑一顾,而把炽热的追求国家发展的激视为为非理性的狂狂们们对于国家发展的动员和宣宣宣不一顾,1
7756,到目前为止,到目前为止,0
8870,95中国女篮将重整旗鼓,95中国男篮将重整旗鼓,1
12558,最终告成霸业的晋文公博学多闻机敏雄辩冷静干练,最终告成霸业的晋文公博学闻多机敏雌去冷静干练,1
1575,现在他们认为,现在她们认为,1
7466,亨特的精神使他深深受到感动,亨特的精神使她深深受到感动,1
6464,就目前情况而言,就目前情况而言,0
12001,构成了宣州谢ｔｉǎｏ楼饯别校书叔云的独特艺术风貌,构成了宣州谢ｔｉǎｏ楼饯别校书姑云的独特艺术风貌,1
9352,主要是因为她们形成了自己独特的快攻风格,主要是因为他们形成了自己独特的快攻风格,1
7798,1θ,1θ,0
6161,但是其学科规定性之依据终究必须得到确认,但是其学科规定性之依据终必必须得到确认,0
6210,但其共同点在于把市场机制和具体的市场经济制度看成是体制的组成要素,但其共同点在于把市场机制和具体的市场经济制度看成是体制的成要素,0
6616,难怪霍夫曼说如果我们这一学科有奠基之父的话,难怪霍夫曼说如果我们这一学科有奠基之母的话,1
11818,权责发生制的实施不但没有使农业银行的财务环境得到改善,权责权生制的实施不但没有使农业银行的财务环境得到改善,0
2532,对于谭嗣同荆轲这类兼具悲剧性与英雄性的人物,对于谭嗣同荆轲这类兼具悲剧性与英雌性的人物,1
12209,我国现行的农业产业化经营模式主要有两种,我国现行的农业产业化经营模式主要有种种,0
5233,国有化的程度私有化的范围以及混合经济的比例到底如何界定最为科学,国有化的程度有私化的范围以及混合经济的比例已到如何定定界为科科,0
7589,但它对中心城市的依赖程度要比我们直觉到的强得多,但它对中心城市的依赖程度要比我们直觉到的强得多,0
11362,这当然有利于他们更好地成才,这当然有利于她们更好地成才,1
4425,至1984年,至1984年,0
2443,也包括其他社会科学的方法和技术,也包括其她社会科学的方法和技术,1
4231,按质按量按时从他们生产者手中收购所需要的各种农产品,按质按按时按从她们生产者手中收购所需要的各种农产品,1
1280,他必须考虑资本积累和扩大再生产,她必须考虑资本积累和扩大再生产,1
7609,而不愿意保持其他的资本形态的心理法则,而不愿意保持其她的资本形态的心理法则,1
7209,他除了同小说家阿尔弗富德德布林主持暴风杂志外,她除了同小说家阿尔弗富德德布林主持暴风杂志外,1
1287,但他们这样一来,但她们这样一来,1
3373,其他国家地区高增长的经历也莫不如此,其她国家地区高增长的经历也莫不如此,1
8652,就一般农户经营规模而言,就一般农户经营规模而言,0
14261,他看到中国球员提高球艺心切,她看到中国球员提高球艺心切,1
14932,人权是人之作为人应获享的权利,人权是人之作为人应享的权利,0
305,他说秦汉间说蚩尤氏耳有髦如剑戟,她说秦汉间说蚩尤氏氏有髦如剑剑,1
898,他们之所以取得如此大的成就,她们之所以取得如此大的成就,1
1651,简单传送大范围的传送间隙和维持同一个传送范围的同时,简单传送大范围的传送间隙和维持同一个传送范围的同时,0
12155,这显然与黄土母质富含碳酸钙有关,这显然与黄土父质富含碳酸钙有关,1
1531,把交给集体农庄的公有土地交给其他组织和个人,把交给集体农庄的公有土地交给其她组织和个人,1
2589,天真的姑娘虚心好学,天真的红爹虚心好学,1
13131,台湾农产品成本中的地价增长一直快于其他要素价格的走势包括工资,台湾农产品成本中的地价增长一直直于其她要素价格的走势包括工资,1
11866,于光远先生提出要建立研究技术发展中的经济效果的学科,于光远女士提出要建立研究技术发展中的经济效果的学科,1
5154,他们如同上面所述的计划部门的计划人员一样,她们如同上面所述的计划部门的计划人员一样,1
13473,她真正地属于西部世界,他真正地属于西部世界,1
13867,他的美学理想在于表现荆轲抗秦献身之壮志,她的美学理想在于表现荆轲抗秦献身之壮志,1
7482,也不可能出现斯塔克尔伯格均衡,也不可能出现斯塔克尔姑格均衡,1
11393,进一步限制人口的增长和扩大耕地面积来解决粮食产消问题已潜力不多,进一步制度人口的增长和扩大地地面积来解决粮食产品问题已力潜不多,0
11294,画作所处的位置虽然决定了圣母必须放在祈祷者右方,画作所处的位置虽然决定了圣父必须放在祈祷者右方,1
9604,他喜欢诗歌,她喜欢诗歌,1
745,伯林认为这在一定条件下是真实的,姑林认为这在一定条件下是真实的,1
11028,如何稳住和加强少数民族师资之阵容,如何稳住和加强少数民族师资之阵阵,0
6260,诸如应用于图象处理等领域然而,诸如应用于图象处等文领域然而,0
5622,德国的汉恩和法国的阿拉哥为代表,德国的汉恩和法国的阿拉姐代表,1
10979,才能适应智力资源流动的要求,才能适应智力资源流动的要求,0
3353,陈来先生也认为周代所集大成而发展的周礼礼乐显然早已超出宗教礼仪的范围,陈来女士也认为周代所集大成而发展的周礼礼礼作然早早超出宗教礼仪的范围,1
1398,主要作用是集中民间外汇,主要作用是集中民间外汇,0
836,仅以传统教育派现代教育派和新传统教育派对各国中小学课程的影响为例,仅以传统教育派现代教育派和新传统教育派对各国中小学课程的影响为例,0
9013,个专业点数,专专业点数,0
3977,也是的重极小一般普化因此,也是的重极小一般化因此,0
11955,失去自信心和创造力,失去自信心和创造力,0
9537,公司农户,公司农户,0
10796,也损害他们的投资利益,也损害她们的投资利益,1
648,中国提出和平共处五项原则60年代,中国提出和平共处五项原则60年代,0
12988,北京100080周晓涛北京大学生命科学院,北京100080周晓志北京大学生命科学,0
10561,如果说用文学学念起来不顺口的话,如果说用文学学念起来不顺口的话,0
1570,还与荀慧生先生合演过全部贩马记扮演李奇,还与荀慧生女士合演过全部马马记扮演李奇,1
3033,但他从谁控制边缘地带,但她从谁控制边缘地带,1
8459,他会对历史添枝加叶,她会对历史添枝加叶,1
10110,他的意思我想是这样现实主义艺术要求情景和人物性格的真实合理,她的意思我想是这样现实主义艺术要求情景和人物性格的真实合理,1
12849,二年重点突破,二年重突破,0
9664,在中国古代文论中的言志载道说,在中国古代文论中的言志载道说,0
4687,邓小平在全国第四次文代会上指出党对文艺工作的领导,邓小平在全国第四次文代会上指出党对文艺工作的领导,0
3333,偶有擦奏及弹奏乐器加入的现象,偶有擦奏及弹弹乐器加入的现象,0
1388,因此他竟逃课去看戏,因此她竟逃课去看戏,1
11483,政府主要通过自身的指导性产销计划和及时公开发布相关的经济情报与信息,政府主要通过自身的指导性产销划划和及时公开发布相关的经济情况与信息,0
7111,积极对民营经济创造公平宽松的舆论政策法制环境保障系统金融部门要争取其他部门的配合,积极对经营经济创造公司宽宽的舆论政策法策环境保障系统金融部门要得到其她部门的配合,1
6307,吴汝纶在写给弟子姚永朴的信中说说道说经不易成佳文,吴汝纶在写给妹子姚永朴的信中说说说说不不易成佳文,1
6835,政治是现在的历史的公式的膜拜驱使他们把重点放在政治历史,政治是现在的历史的公式的拜拜驱使她们把重点放在政治历史,1
6324,文学爱好者和研究者能便捷地读到他所要读的作品,文学爱好者和研究者能便捷地读到她所要读的作品,1
12673,汉族的形成本是以华夏民族为主而与其他民族融合的结果,汉族的形成本是以华夏民族为主而与其她民族融合的结果,1
7887,他的斟雉ｘｉǎ帝,她的电剧ｉｉp帝,1
11124,小企业的改革应以涉及产权改革的形式为主,小企业的改革应以涉及产权改革的形式主,0
13249,制定其他各级组织的管理办法,制定其她各级组织的管理办法,1
6276,允许将等扩充总线控制卡安装在上面,允许将等扩充总线控制安装装在上面,0
7916,这也是发展经济学赋予基础设施的最初含义和基本特征,这也是发展经济学赋予基础设施的最初含义和基本特征,0
2122,田汉父亲早死,田汉母亲早死,1
8717,必须予以重视但由本项实验所提供依据表明,必须予以重视但由本项实验所提供依据表明,0
4759,半正弦波脉宽最小为3,半正弦波宽宽最小为3,0
11996,法国大作家斯丹达尔在他的名著红与黑杀青之后曾十分自信地预言,法国大作家庭达达尔在她的名著红与黑黑黑之后曾十分自信地预言,1
1743,又置关部行台和大码头南环娘妈阁关闸4个税馆负责征收澳门的船钞货税,又置关部台和大头长南南南爹阁阁关关个税税馆责负收收澳门的门钞货税,1
9132,其股票价格就飙升,其股票价格就升升,0
5753,酷爱中国文化艺术的赛克勒先生的遗愿,酷爱中国文化艺术的赛勒勒女士的遗愿,1
8480,不顾集体利益和他人利益,不顾集体利益和她人利益,1
11868,当个男子汉究竟好在哪里,当个女子汉究竟好在哪里,1
4859,2模块是分段线性化的发动机状态变量模型,2模块是分段线性化的发动机状态变量模型,0
2294,中国女排才能在世界赛场上扬长避短,中国男排才能在世界赛场上扬长避短,1
10808,他的电影剧作,她的电剧作,1
3406,或者在两河交汇处,或者在两交汇交处,0
2213,只是工人的要求和斗争迫使他不得不去关心,只是工人的要求和斗争迫使她不得不去关心,1
13725,妇女担负着重要的农业任务,妇男担负着重要的农业任务,1
3296,321,321,0
9950,主要是加强兽医和防疫工作,主要是加强兽医和防疫工作,0
7907,他们从各自的文化感悟出发,她们从各自的文化感悟出发,1
8923,这些兄弟就是这个的后继,这些姐妹就是这个的后继,1
1713,5对父亲的肯定或否定2,5对母亲的肯定或否定2,1
2708,可见失眠证候发生与筋肉疲劳有密切关系,可见失入证析发生与筋肉疲劳有密切关系,0
130,其扩压程度的大小是由其前缘附近膨胀程度的大小决定的,其扩压程度的大小是由其缘缘附近膨胀程度的大小决定的,0
2525,但如果我国网络安全大门也受制于他人,但如果我国网络安全大门也受制于她人,1
4033,他们的活动也都是政治行为,她们的活动也都是政治行为,1
1150,深圳和其他几个经济特区,深圳和其她几个经济特区,1
7037,在有些作品中他的立足点不高,在有些作品中她的立足点不高,1
6448,不能脱离这样的现实基础,不能脱离这样的现基础,0
11921,学习中共中央的方针政策和其他方面的知识,学习中共中央的方针政策和其她方面的知识,1
13465,中国社会科学出版社1993年版,中国社会科学出版社1993年版,0
1506,恐其大多数皆由俘虏或难民中选择有姿色者,恐其大多数由由叔或或难民中选择有色色者,0
10895,2881而他考察美国民主的动机,2881而她考察美国民主的动机,1
13366,她没有直接的生育能力,他没有直接的生能力,1
4605,实际上的行文会话一般用不着那么多,实际上的行文会话般般用不着那么多,0
53,个人利益与他人利益的关系,个人利益与她人利益的关系,1
6248,杨劲松西安美院版画系教授赞同尹吉男的观点,杨劲松西安美院版画系教授赞同尹吉女的观点,1
12802,便是关于文学的形式美学所应主要涉及的,便是关于文学的形式美学所应主要涉及的,0
7997,秘密教门规定,秘密教规定,0
4953,把公共生活交往关系视同私人关系,把公共生活交往关系视同私人关系,0
10493,帮助家长树立正确的教育观和人才观,帮助家长树立正确的教育观和人才观,0
10651,表达的就是他的政治与道德理想,表达的就是她的政治与道德理想,1
8310,农村市场对其他工业品的有效需求就会随之增加,农村市场对其她工业品的有效需求就会随之增加,1
11582,他一方面从战略和策略的角度指导战争,她一方面从战略和策略的角度指导战争,1
6406,答所谓市场,答所谓市场,0
13205,亩纯收入331元玉米亩产375,亩纯收入331元玉米亩产375,0
9836,出现了每一个环形曲线起始点年份与结束点年份失业率与通货膨胀率的偏差过大的特点,出现了每一个合情曲线起始年点、与结点格年失业率率与通货膨胀率的偏差超过的多点,0
3652,他既不同于传统的艺术史学者那样偏重于艺术本身,她既不同于传统的艺术史学者那样偏重于艺术本身,1
4060,其审美娱乐成分大大增强了,其审美乐乐成分大大增强了,0
13628,美国著名城市理论家刘易斯芒福德博士在他所著的城市发展史一书中谈到城市乃是人类之爱的一个器官,美国著名城市文论家刘易福福德博士在她在所著的城市发展历史一书中城城市１人类人之爱的一个器,1
2714,他的看法是有道理的,她的看法是有道的,1
1923,近20年间,近20年间,0
1122,他不可能对此产生观注和描写的欲望,她不可能对此产生观注和描写的欲望,1
3536,但这并未动摇他的信心,但这并未动摇她的信心,1
2356,估计抚养率将从1990年148增加到2030年的473,估计2率率将从1990年148增加到2030年的437,0
10401,而综合型专业设置如环境科学,而综合型专业设置如环境科学,0
3006,他们才能绕过专制的锋芒,她们才能绕过专制的锋芒,1
3071,约占他们总收入的120,约占她们总收入的200,1
9612,于是唤起经济人道德意识的觉醒,于是唤起经济人道德意识的觉醒,0
818,应当正确处理电影的艺术追求与市场要求的关系,应当正确处理电影的艺术追求与市场要求的关系,0
5772,因此与亚洲其他队相比,因此与亚洲其她队相比,1
10419,他们不问什么是好什么是坏,她们不问什么是好什么是坏,1
6101,雌雄的匹配,雌雌的匹配,1
13500,有三实七虚或七实三虚之说不过她认为,有三实七七或七实三虚之说不过他认为,1
12053,他们把自己看成是一支加尔文派的国际突击队,她们把自己看成是一支加尔文派的国际冲击队,1
1421,这些比较集中地体现在他对鲁迅文学作品评价的切入角度上,这些比较集中地体现在她对鲁迅文学作品评价的切入角度上,1
6637,不欲遽易他人,不欲易易她人,1
12516,一旦这些对企业未来发展具有极其重要影响的知识资本纳入会计资产的确认范围,一旦这些对企业未发展具有极其重要影响的知识资本纳纳纳入资产资产的认识范,0
6873,5877,5777,0
4101,抛开甚至传子不传女的保密习俗,抛开甚至传子不传男的保密习俗,1
2579,1958年他出版结构人类学,1958年她出版结构人类学,1
10189,会以降低盐价来缓解社会紧张,会以降低盐价来缓解社会紧张,0
6292,因而其模型层次是含糊的这不仅使检诊工作在各层次上可能出现重复,因而其模型层次是含层的这不仅使他维工作在各层次上上能能出现重,0
6475,虽然后者对前者有影响但在另一方面,虽然后者对前者有影响但在另一方面,0
11372,其名自,其名自,0
8469,不能由某一个部门单独提供,不能由某一个部门单独提供,0
13353,吴孟复先生释之为即精神与形迹,吴孟复女士之之为即精神与形迹,1
3993,而在我们国家,而在我国家治,0
10283,随着产业的发展及结构的调整,随着产业的发展及结构的调整,0
6352,在刘易斯理论里面,在刘易斯理论里面,0
10694,当然也有评价不高的,当然也有评价不高的,0
10886,包括一个线性阵列的结构模型以及一组正确设计应满足的条件但是,包括一个线性阵列的结构模型以及一组正确设计应满足的条件是是,0
13178,后者偏于个性尺度前者遵循现实性原则,后者偏于个性尺度前者遵循现实性原则,0
4134,治标不治本,治标不治本,0
10444,政治行为主义还强调要借鉴其他社会科学的概念和方法进行政治学研究,政治行为主义还强调要借鉴其她社会科学的概念和方法进行政治研究,1
11158,过去那种专门为干部子弟办学校的作法不利于后代健康成长,过去那种专门为干部子妹办学校的作法不利于后代健康成长,1
14538,能够起到保护潜在的高效率企业不被短期的环境波动排除掉的作用,能够起到保护潜在的高效率企业不被短期的环境波动排除掉的作用,0
396,这样既可降低成本,这样既可降成本本,0
12713,这是真理的力量,这是真理的量量,0
5135,把希腊人比喻成未被沾污的自然的素朴的天真纯朴的令人倾慕的人类童年,把希腊人比喻未被被旁旁的自然物的的天天纯纯的杀人人的慕慕人类年龄,0
6339,现就已公开披露的中国女篮现状分析,现就已公开披露的中国男篮现状分析,1
1417,它们是一些证明规则,它们是一些证明规则,0
11881,但经济增长不应该有过于确定的目标,但经济增长不应该有过于确定的目标,0
8519,80年代虽然没有改变户籍管理制度,80年代虽然没有改变籍籍管理制度,0
6725,控制个体的末几位进行变异对其他个个体,控制个体的末几位进行变异对其她个个,1
13595,艾青在把土地的意象散布在他的诗篇之中的同时,艾青在把土地的意象布布在她的诗篇之中的同时,1
14046,第一点就是他在整个世界观上实现了变革,第一点就是她在整个世界观上实现了变革,1
13706,正象艾斯勒所说在一个时不时把女性生殖器叫的社会里,正象艾斯勒勒说在一个时时不把男性生殖器叫的社会里,1
2810,优先安排能够配合组织做工作的关键人物,优先安排能够配合组织做工作的关键人物,0
10103,资产阶级经济学家把生产与服务业市场概括为4类,资产阶级经济学家把生产与服务业市场概括为4类,0
13172,他坚持对社会现象和艺术现象的历史唯物主义态度,她坚持对社会现象和艺术现象的历史唯物主义态度,1
9181,但要找到一种为大家普遍接受的定义却并非易事,但要找到一种为大普遍遍接受的义却却并非易事,0
6336,地表水的污染和其他化学影响,地表水的污染和其她化学影响,1
5950,他认为人力资本的积累可以通过两种方式来进行一是通过脱离生产的正规和非正规学校教育,她认为人力资本的积累可通过两种方式来进行一一是通过脱离生产的正规和非正规学教育,1
757,转捩起始位置为03826,转起起始位置为03826,0
12177,她热爱生活和生命,他热爱生活和生命,1
3394,帮助他们创设良好的家庭育儿环境,帮助她们创设良好的家庭育儿环境,1
4223,左右对称的门楣上刻着中文念死者无罪圣母踏龙头和鬼怪诱人为恶的箴言和警句,左右对右的圣上上刻着中文念无者无神神红龙头头头和那一人为的恶言和句句,1
581,是指由于利息率的前途不确定,是指由于利息率的前途不确定,0
2427,由于规模大数量多时间和方向集中,由于规模大数量多时间和方向集中,0
14647,抉择大胆触及现实生活中尖锐的矛盾,抉择大胆触及现实生活中尖锐的矛盾,0
5715,他在１９２２年１２月于重病休养中写的给代表大会的信中,她在１９２２年１月２于重病休养中写的给代表大会的中信,1
7975,使他们热爱农业献身于农业,使她们热爱农业献身于农业,1
1180,总体测试网系统,总体测试网系统,0
11395,要适时结束游戏并认真进行总结,要适时结束游戏并认真进行总结,0
13778,人民出版社1989年版,人民出版社1989年版,0
9889,他主要是从革命的层面上来观照鲁迅,她主要是从革命的层面上来观照鲁迅,1
8158,科学史学大师对传记的推崇使传记教学在他们的教学计划中占了很重要的一席,科学史学师师对传记的推崇了传教教学在她们的教育计划中占了很重要的席一,1
12945,晚近的研究则更多转向大众文化,晚近的研究则更多转向大众文化,0
2885,他并不否认功利的需求唯物主义者并不一般地反对功利主义,她并不否认功利的需求唯物主义者并不一般地反对功利主义,1
8553,有了一代儒将刘伯承创建南京军事学院的故事,有了一代儒将刘姑承创建南京军事学院的故事,1
225,采用周期修正系统虚时钟的方法和层次式排序结构,采用周期修正系统时虚的方法和层次系式排序结构,0
8228,改变了或正在改变着古典的主权观念,改变了或正在改变着古典的主观观念,0
7324,特别是要给基层企业乡村中的农民和其他居民以更多的自主权,特别是要给基层企业乡村中的农民和其她居民以更多的自主权,1
4457,这与广东省改革开放前１９７８年人均国民生产总值人民币３６７元,这与广东省改革开放１９７８年人均国国民产生总值人民币３６７元,0
3158,象国联那样来去自由的现象已看不到了,象国联那样来去自由的现象已看不到了,0
3824,分析他们学习上的弱点和知识上的缺陷,分析她们学习上的弱点和知识上的缺陷,1
14744,权力政治现在是在复杂的地区范围内出现,权力政治现在是在复杂的地区范围内出现,0
7770,状元印中的常遇春等,状元印中的常死等,0
9530,甚至涉及包括城市在内的整个社会经济体制,甚至涉及包括城市在内的整个社会经济体制,0
13212,校长认为不满意,校长认为不满意,0
3435,38在3月20日回答哥伦比亚广播公司记者提问时,38在3月20日回回姐伦比亚广播公司记者提问时,1
7557,现在还有新郎抱起新娘跨入新居的习俗,现在还有新郎起新新爹跨入新的的习俗,1
14844,实现产业结构高度化,实现产业结构高度,0
4532,几乎每人胸挂两金而归,几乎每人胸包两金而归,0
13283,重新规定为犹太人是由犹太母亲所生或已经皈依犹太教的人,重新规定为犹太人是由犹太父亲所生或已经皈依犹太教的人,1
13812,其特征模型方程的输出与实际对象的输出在误差允许的范围内是等价的,其特征模型方程的输出与实际对象的输出在误差允许范围的内是是价的,0
8901,毛泽东从政治本体出发强调政治对文化和其他意识形态起着决定性作用,毛泽东从政治本体出发强政治对文化和和其她意识形态起着决定性作用,1
8647,有四个弟兄,有四个姐妹,1
5858,他忙碌地进进出出,她忙碌地进进出出,1
4238,他在诗学第二十五章还为诗人辩护说,她在诗学第二十五章还为诗人辩护说,1
7359,但最后还不得不由他来对一个一个作品的生死作出判决,但最后还不得不由她来对一个一个作品的生产作出判,1
12380,应主要考虑岩体的热弹性响应,应主要考虑岩体的热弹性应,0
3434,337美韦勒克批评的诸种概念,337美韦勒克批评的诸种概念,0
13688,3具有可操作的教育内容或者教材是父母参与早期教育的助推器,3具有可操作的教育内容或教材者是母父参与早期教育的推任,1
3249,以往计划经济条件下所强调推行的帮助少数民族的政策,以往计划经济条件下所强调推行的帮助少数民族的政策,0
1515,让他们有一个体智德美全面发展的幸福童年,让她们有一个体智德美全面发展的幸福童年,1
7933,邓小平同志把坚持坚定正确的政治方向放在办学的首位并不具有排他性,邓小平同志把坚持坚定正确的政治方向放在她的学首首并并不具有排她,1
980,1556874作者简介姚女,1556874作者简介姚男,1
11239,她们第一次参加奥运会,他们第一次参加奥运会,1
10925,三十年代中期,三十年代中期,0
9792,他们是高校正常运作不可或缺的人力资源,她们是高校正常运作不可或缺的人力资源,1
2328,乃至尚书舜典把他归入四凶之列流共工于幽州,乃至尚书书场把她归入四铁之列流共工于振州,1
11741,15刘恩专外国直接投资的贸易效应分析,15刘华专外国直接投资的贸易效应分析,0
6917,他坚定地站在党的利益国家的利益人民的利益高度,她坚定地站在党的利益国家的利益人民的利益高度,1
14264,或处在强风暴雨中昂然挺立的树等等,或处在强风暴雨中然然立立的等等,0
3273,有一个显著的特点,有一个显著的特点,0
5871,记作123可进行的综合分解,记作123可进行的综合分解,0
3466,但通过细致的分析却不难得出肯定的答案,但通过细致的分析却不难得出肯定的答案,0
